country_code,Year,Month,day,month_year,total_passengers_official,Domestic,International,total_passengers_open
CHE,2015,7,1,July 2015,4790.693,60.99,4729.703,4922.939
CHE,2015,8,1,August 2015,4805.848,61.224,4744.624,4936.722
CHE,2015,9,1,September 2015,4362.164,53.765,4308.399,4468.502
CHE,2015,10,1,October 2015,4375.051,59.887,4315.164,4486.813
CHE,2015,11,1,November 2015,3310.528,54.443,3256.085,3401.146
CHE,2015,12,1,December 2015,3522.465,58.933,3463.532,3615.189
CHE,2016,1,1,January 2016,3491.008,57.65,3433.358,3591.697
CHE,2016,2,1,February 2016,3543.955,53.37,3490.585,3630.197
CHE,2016,3,1,March 2016,4085.372,70.274,4015.098,4188.835
CHE,2016,4,1,April 2016,4107.853,61.148,4046.705,4207.65
CHE,2016,5,1,May 2016,4347.627,61.361,4286.266,4446.322
CHE,2016,6,1,June 2016,4305.416,63.681,4241.735,4394.409
CHE,2016,7,1,July 2016,5079.927,72.786,5007.141,5199.729
CHE,2016,8,1,August 2016,4978.179,68.31,4909.869,5089.665
CHE,2016,9,1,September 2016,4568.881,60.618,4508.263,4638.56
CHE,2016,10,1,October 2016,4678.885,59.696,4619.189,4782.525
CHE,2016,11,1,November 2016,3453.343,52.824,3400.519,3530.213
CHE,2016,12,1,December 2016,3865.046,58.621,3806.425,3965.314
CHE,2017,1,1,January 2017,3716.22,56.118,3660.102,3812.71
CHE,2017,2,1,February 2017,3703.479,52.063,3651.416,3784.976
CHE,2017,3,1,March 2017,4314.174,66.804,4247.37,4412.346
CHE,2017,4,1,April 2017,4652.715,62.671,4590.044,4766.68
CHE,2017,5,1,May 2017,4495.142,60.195,4434.947,4594.589
CHE,2017,6,1,June 2017,4719.822,59.415,4660.407,4811.718
CHE,2017,7,1,July 2017,5354.15,70.228,5283.922,5481.507
CHE,2017,8,1,August 2017,5247.904,68.089,5179.815,5367.854
CHE,2017,9,1,September 2017,4874.61,60.839,4813.771,4973.175
CHE,2017,10,1,October 2017,4875.555,60.452,4815.103,4986.132
CHE,2017,11,1,November 2017,3596.127,53.849,3542.278,3683.169
CHE,2017,12,1,December 2017,4015.045,60.221,3954.824,4117.081
CHN,2014,1,1,January 2014,30575.0,27506.0,2286.0,9265.998
CHN,2014,2,1,February 2014,31086.0,27938.0,2321.0,8765.876
CHN,2014,3,1,March 2014,30247.0,27132.0,2316.0,8973.393
CHN,2014,4,1,April 2014,31415.0,28103.0,2454.0,9451.449
CHN,2014,5,1,May 2014,31343.0,28138.0,2379.0,9504.758
CHN,2014,6,1,June 2014,30607.0,27413.0,2366.0,9267.634
CHN,2014,7,1,July 2014,35797.0,32044.0,2868.0,10365.871
CHN,2014,8,1,August 2014,37302.0,33215.0,3197.0,10692.181
CHN,2014,9,1,September 2014,33154.0,29594.0,2768.0,9874.724
CHN,2014,10,1,October 2014,34882.0,31150.0,2878.0,10325.795
CHN,2014,11,1,November 2014,32397.0,28899.0,2685.0,9583.905
CHN,2014,12,1,December 2014,33145.0,29218.0,3032.0,9242.875
CHN,2015,1,1,January 2015,32459.0,28758.0,2909.0,9349.544
CHN,2015,2,1,February 2015,34927.0,30550.0,3412.0,9509.216
CHN,2015,3,1,March 2015,36699.0,32584.0,3327.0,10408.054
CHN,2015,4,1,April 2015,35795.0,31475.0,3476.0,10343.238
CHN,2015,5,1,May 2015,35415.0,31053.0,3507.0,10500.517
CHN,2015,6,1,June 2015,34044.0,30049.0,3188.0,9976.215
CHN,2015,7,1,July 2015,39149.0,34632.0,3647.0,10975.081
CHN,2015,8,1,August 2015,41652.0,36614.0,4104.0,11271.739
CHN,2015,9,1,September 2015,36723.0,32395.0,3537.0,10373.952
CHN,2015,10,1,October 2015,38551.0,33919.0,3751.0,10920.508
CHN,2015,11,1,November 2015,34979.0,30655.0,3485.0,9695.142
CHN,2015,12,1,December 2015,35251.0,30719.0,3707.0,9850.045
CHN,2016,1,1,January 2016,37363.0,32321.0,4172.0,10315.3
CHN,2016,2,1,February 2016,38976.0,33613.0,4376.0,10089.191
CHN,2016,3,1,March 2016,38935.0,34018.0,4099.0,10634.503
CHN,2016,4,1,April 2016,39714.0,34635.0,4234.0,10805.483
CHN,2016,5,1,May 2016,38973.0,34078.0,4097.0,10823.959
CHN,2016,6,1,June 2016,38303.0,33296.0,4209.0,10459.907
CHN,2016,7,1,July 2016,43533.0,37784.0,4903.0,11538.102
CHN,2016,8,1,August 2016,46420.0,40498.0,5090.0,12163.952
CHN,2016,9,1,September 2016,41692.0,36734.0,4231.0,11394.134
CHN,2016,10,1,October 2016,43736.0,38828.0,4140.0,11777.953
CHN,2016,11,1,November 2016,39709.0,35191.0,3773.0,10532.771
CHN,2016,12,1,December 2016,40407.0,35309.0,4300.0,10872.473
CHN,2017,1,1,January 2017,43931.0,38111.0,4969.0,11490.411
CHN,2017,2,1,February 2017,42790.0,37428.0,4581.0,10868.589
CHN,2017,3,1,March 2017,44305.0,39117.0,4399.0,11445.898
CHN,2017,4,1,April 2017,44023.0,38920.0,4263.0,10596.192
CHN,2017,5,1,May 2017,44976.0,39894.0,4233.0,11258.273
CHN,2017,6,1,June 2017,43726.0,38613.0,4285.0,11025.036
CHN,2017,7,1,July 2017,48600.0,42726.0,4961.0,11634.965
CHN,2017,8,1,August 2017,50465.0,44313.0,5227.0,12071.958
CHN,2017,9,1,September 2017,46547.0,41182.0,4546.0,11900.042
CHN,2017,10,1,October 2017,48831.0,43254.0,4679.0,12166.475
CHN,2017,11,1,November 2017,46455.0,41370.0,4418.0,11522.258
CHN,2017,12,1,December 2017,46656.0,40895.0,4864.0,11656.507
CYP,2010,2,1,February 2010,258.954,0.001,258.953,259.877
CYP,2010,4,1,April 2010,462.592,0.006,462.586,468.948
CYP,2010,5,1,May 2010,672.133,0.01,672.123,678.34
CYP,2010,6,1,June 2010,758.152,0.004,758.148,761.16
CYP,2010,7,1,July 2010,889.878,0.416,889.462,892.934
CYP,2010,9,1,September 2010,824.678,0.234,824.444,828.561
CYP,2010,10,1,October 2010,760.881,0.019,760.862,764.479
CYP,2011,1,1,January 2011,274.777,0.009,274.768,281.526
CYP,2011,2,1,February 2011,256.35,0.088,256.262,261.583
CYP,2011,3,1,March 2011,350.331,0.002,350.329,355.997
CYP,2011,8,1,August 2011,1015.203,0.122,1015.081,1023.013
CYP,2011,10,1,October 2011,770.287,0.008,770.279,779.414
CYP,2012,4,1,April 2012,560.623,0.004,560.619,568.876
CYP,2012,5,1,May 2012,698.223,0.002,698.221,705.24
CYP,2012,6,1,June 2012,853.578,0.001,853.577,862.874
CYP,2012,7,1,July 2012,991.33,0.005,991.325,998.454
CYP,2012,8,1,August 2012,1038.076,0.002,1038.074,1045.916
CYP,2012,9,1,September 2012,910.215,0.042,910.173,918.102
CYP,2012,10,1,October 2012,803.838,0.001,803.837,813.618
CYP,2014,5,1,May 2014,745.245,0.005,745.24,749.666
CYP,2017,6,1,June 2017,1159.991,0.002,1159.989,1160.748
CYP,2017,10,1,October 2017,1129.451,0.003,1129.448,1137.994
CZE,2010,1,1,January 2010,714.916,14.299,700.617,689.454
CZE,2010,2,1,February 2010,685.925,14.701,671.224,665.586
CZE,2010,3,1,March 2010,887.087,17.856,869.231,859.495
CZE,2010,4,1,April 2010,816.449,13.784,802.665,786.253
CZE,2010,5,1,May 2010,1050.3,20.371,1029.929,1006.893
CZE,2010,6,1,June 2010,1203.284,22.989,1180.295,1112.911
CZE,2010,7,1,July 2010,1412.454,19.079,1393.375,1289.152
CZE,2010,8,1,August 2010,1431.857,18.727,1413.13,1308.083
CZE,2010,9,1,September 2010,1316.832,24.923,1291.909,1219.848
CZE,2010,10,1,October 2010,1128.032,20.363,1107.669,1083.435
CZE,2010,11,1,November 2010,824.18,10.772,813.408,793.16
CZE,2010,12,1,December 2010,771.07,7.637,763.433,742.588
CZE,2011,1,1,January 2011,690.029,8.329,681.7,658.082
CZE,2011,2,1,February 2011,657.122,9.598,647.524,641.394
CZE,2011,3,1,March 2011,868.443,10.187,858.256,834.973
CZE,2011,4,1,April 2011,1048.932,9.91,1039.022,1003.604
CZE,2011,5,1,May 2011,1138.954,12.844,1126.11,1079.858
CZE,2011,6,1,June 2011,1294.393,13.521,1280.872,1180.733
CZE,2011,7,1,July 2011,1479.115,13.216,1465.899,1324.531
CZE,2011,8,1,August 2011,1462.876,9.817,1453.059,1310.674
CZE,2011,9,1,September 2011,1335.896,10.133,1325.763,1218.856
CZE,2011,10,1,October 2011,1096.052,9.795,1086.257,1033.737
CZE,2011,11,1,November 2011,793.317,8.117,785.2,755.445
CZE,2011,12,1,December 2011,785.403,6.514,778.889,746.742
CZE,2012,1,1,January 2012,691.746,6.626,685.12,675.37
CZE,2012,2,1,February 2012,637.832,7.132,630.7,661.083
CZE,2012,3,1,March 2012,826.374,7.888,818.486,810.401
CZE,2012,4,1,April 2012,936.613,6.237,930.376,912.24
CZE,2012,5,1,May 2012,987.057,7.988,979.069,961.319
CZE,2012,6,1,June 2012,1194.962,9.978,1184.984,1143.314
CZE,2012,7,1,July 2012,1349.272,8.117,1341.155,1277.735
CZE,2012,8,1,August 2012,1363.301,8.119,1355.182,1295.939
CZE,2012,9,1,September 2012,1267.467,9.574,1257.893,1216.663
CZE,2012,10,1,October 2012,986.916,7.956,978.96,963.757
CZE,2012,11,1,November 2012,760.685,6.715,753.97,739.913
CZE,2012,12,1,December 2012,740.127,4.231,735.896,719.421
CZE,2013,1,1,January 2013,620.302,3.659,616.643,594.445
CZE,2013,2,1,February 2013,582.934,3.963,578.971,568.43
CZE,2013,3,1,March 2013,811.521,4.872,806.649,788.173
CZE,2013,4,1,April 2013,917.915,5.106,912.809,889.076
CZE,2013,5,1,May 2013,1030.865,6.211,1024.654,1000.817
CZE,2013,6,1,June 2013,1243.394,11.95,1231.444,1188.852
CZE,2013,7,1,July 2013,1415.407,12.018,1403.389,1336.984
CZE,2013,8,1,August 2013,1434.105,10.879,1423.226,1360.27
CZE,2013,9,1,September 2013,1299.13,9.937,1289.193,1246.889
CZE,2013,10,1,October 2013,1016.833,6.566,1010.267,988.805
CZE,2013,11,1,November 2013,761.934,4.663,757.271,740.103
CZE,2013,12,1,December 2013,757.472,3.141,754.331,734.379
CZE,2014,1,1,January 2014,648.635,2.81,645.825,621.049
CZE,2014,2,1,February 2014,606.615,3.204,603.411,590.221
CZE,2014,3,1,March 2014,810.876,5.449,805.427,786.05
CZE,2014,4,1,April 2014,948.014,6.46,941.554,920.401
CZE,2014,5,1,May 2014,1037.45,7.298,1030.152,1006.724
CZE,2014,6,1,June 2014,1265.173,11.404,1253.769,1211.929
CZE,2014,7,1,July 2014,1392.495,11.114,1381.381,1317.249
CZE,2014,8,1,August 2014,1429.282,10.244,1419.038,1353.963
CZE,2014,9,1,September 2014,1317.82,11.73,1306.09,1266.11
CZE,2014,10,1,October 2014,1041.2,8.196,1033.004,1016.346
CZE,2014,11,1,November 2014,799.675,6.619,793.056,778.583
CZE,2014,12,1,December 2014,782.638,4.34,778.298,767.435
CZE,2015,1,1,January 2015,649.303,5.012,644.291,631.663
CZE,2015,2,1,February 2015,638.12,5.678,632.442,624.673
CZE,2015,3,1,March 2015,821.51,6.772,814.738,805.56
CZE,2015,4,1,April 2015,956.678,8.135,948.543,950.573
CZE,2015,5,1,May 2015,1092.539,10.57,1081.969,1089.64
CZE,2015,6,1,June 2015,1328.075,12.895,1315.18,1298.202
CZE,2015,7,1,July 2015,1494.935,12.613,1482.322,1451.92
CZE,2015,8,1,August 2015,1506.583,12.301,1494.282,1464.237
CZE,2015,9,1,September 2015,1358.21,12.29,1345.92,1335.932
CZE,2015,10,1,October 2015,1089.549,9.474,1080.075,1092.174
CZE,2015,11,1,November 2015,871.581,7.065,864.516,873.381
CZE,2015,12,1,December 2015,864.921,4.951,859.97,879.019
CZE,2016,1,1,January 2016,711.611,5.173,706.438,707.806
CZE,2016,2,1,February 2016,722.37,4.858,717.512,718.171
CZE,2016,3,1,March 2016,907.73,5.612,902.118,907.18
CZE,2016,4,1,April 2016,975.675,5.328,970.347,974.703
CZE,2016,5,1,May 2016,1103.672,6.672,1097.0,1097.667
CZE,2016,6,1,June 2016,1348.177,8.504,1339.673,1320.635
CZE,2016,7,1,July 2016,1584.206,9.251,1574.955,1536.691
CZE,2016,8,1,August 2016,1573.745,8.486,1565.259,1528.876
CZE,2016,9,1,September 2016,1478.105,9.657,1468.448,1453.179
CZE,2016,10,1,October 2016,1225.588,8.023,1217.565,1219.937
CZE,2016,11,1,November 2016,994.899,6.43,988.469,987.87
CZE,2016,12,1,December 2016,1046.584,4.644,1041.94,1040.247
CZE,2017,1,1,January 2017,868.566,5.24,863.326,871.484
CZE,2017,2,1,February 2017,849.582,4.675,844.907,853.47
CZE,2017,3,1,March 2017,1072.321,5.934,1066.387,1075.276
CZE,2017,4,1,April 2017,1263.891,5.17,1258.721,1269.908
CZE,2017,5,1,May 2017,1341.865,5.805,1336.06,1341.226
CZE,2017,6,1,June 2017,1616.177,8.368,1607.809,1616.1
CZE,2017,7,1,July 2017,1868.592,6.249,1862.343,1862.769
CZE,2017,8,1,August 2017,1863.455,5.938,1857.517,1857.928
CZE,2017,9,1,September 2017,1732.354,6.949,1725.405,1731.733
CZE,2017,10,1,October 2017,1419.4,5.139,1414.261,1413.838
CZE,2017,11,1,November 2017,1163.466,4.505,1158.961,1146.404
CZE,2017,12,1,December 2017,1185.885,3.534,1182.351,1167.527
DEU,2010,1,1,January 2010,10206.993,1698.681,8508.312,12055.078
DEU,2010,2,1,February 2010,9985.787,1710.209,8275.578,11813.357
DEU,2010,3,1,March 2010,13090.984,2232.321,10858.663,15442.467
DEU,2010,4,1,April 2010,10879.022,1577.63,9301.392,12533.383
DEU,2010,5,1,May 2010,15144.847,2106.497,13038.35,17353.932
DEU,2010,6,1,June 2010,15548.468,2166.828,13381.64,17834.488
DEU,2010,7,1,July 2010,17048.855,2090.605,14958.25,19268.992
DEU,2010,8,1,August 2010,16905.822,1926.72,14979.102,18949.081
DEU,2010,9,1,September 2010,16767.396,2344.503,14422.893,19221.897
DEU,2010,10,1,October 2010,16654.159,2336.41,14317.749,19064.212
DEU,2010,11,1,November 2010,12665.076,2213.272,10451.804,14945.79
DEU,2010,12,1,December 2010,11233.424,1760.789,9472.635,13114.857
DEU,2011,1,1,January 2011,11076.343,1771.68,9304.663,12918.2
DEU,2011,2,1,February 2011,10698.666,1834.815,8863.851,12599.578
DEU,2011,3,1,March 2011,13180.168,2124.015,11056.153,15360.685
DEU,2011,4,1,April 2011,14225.36,1970.496,12254.864,16236.881
DEU,2011,5,1,May 2011,15900.122,2274.56,13625.562,18238.418
DEU,2011,6,1,June 2011,16240.836,2012.617,14228.219,18300.473
DEU,2011,7,1,July 2011,17716.143,2038.911,15677.232,19785.964
DEU,2011,8,1,August 2011,17188.516,1848.34,15340.176,19064.325
DEU,2011,9,1,September 2011,17329.109,2281.522,15047.587,19629.199
DEU,2011,10,1,October 2011,16808.357,2173.502,14634.855,19011.632
DEU,2011,11,1,November 2011,12923.012,2177.836,10745.176,15178.37
DEU,2011,12,1,December 2011,12029.444,1910.089,10119.355,14021.054
DEU,2012,1,1,January 2012,11336.452,1771.181,9565.271,13181.709
DEU,2012,2,1,February 2012,10968.126,1802.015,9166.111,12839.269
DEU,2012,3,1,March 2012,13670.984,2128.472,11542.512,15859.324
DEU,2012,4,1,April 2012,14556.629,1916.951,12639.678,16520.992
DEU,2012,5,1,May 2012,16071.844,2125.13,13946.714,18254.718
DEU,2012,6,1,June 2012,16784.744,2025.176,14759.568,18867.38
DEU,2012,7,1,July 2012,18231.496,1915.009,16316.487,20190.937
DEU,2012,8,1,August 2012,17775.789,1812.095,15963.694,19631.992
DEU,2012,9,1,September 2012,17656.529,2099.509,15557.02,19777.543
DEU,2012,10,1,October 2012,17074.719,2166.685,14908.034,19245.751
DEU,2012,11,1,November 2012,12771.018,2060.033,10710.985,14857.722
DEU,2012,12,1,December 2012,11692.773,1679.105,10013.668,13403.32
DEU,2013,1,1,January 2013,10931.481,1608.303,9323.178,12587.693
DEU,2013,2,1,February 2013,10770.018,1630.192,9139.826,12438.549
DEU,2013,3,1,March 2013,13739.551,1877.79,11861.761,15655.654
DEU,2013,4,1,April 2013,14557.685,1963.283,12594.402,16564.707
DEU,2013,5,1,May 2013,16546.922,1916.911,14630.011,18493.273
DEU,2013,6,1,June 2013,17157.093,2063.425,15093.668,19239.223
DEU,2013,7,1,July 2013,18268.301,1946.668,16321.633,20223.607
DEU,2013,8,1,August 2013,18264.238,1745.91,16518.328,20019.217
DEU,2013,9,1,September 2013,18070.485,2107.751,15962.734,20167.938
DEU,2013,10,1,October 2013,17533.644,2114.243,15419.401,19663.495
DEU,2013,11,1,November 2013,12975.666,1980.143,10995.523,14988.074
DEU,2013,12,1,December 2013,11968.104,1663.893,10304.211,13670.89
DEU,2014,1,1,January 2014,11325.456,1628.508,9696.948,12997.29
DEU,2014,2,1,February 2014,11091.453,1704.025,9387.428,12824.619
DEU,2014,3,1,March 2014,13601.984,1904.687,11697.297,15533.704
DEU,2014,4,1,April 2014,15024.355,1758.853,13265.502,16808.059
DEU,2014,5,1,May 2014,16813.839,2072.894,14740.945,18912.754
DEU,2014,6,1,June 2014,17740.47,1998.776,15741.694,19751.35
DEU,2014,7,1,July 2014,18487.775,1967.006,16520.769,20450.31
DEU,2014,8,1,August 2014,19425.021,1750.603,17674.418,21148.743
DEU,2014,9,1,September 2014,18911.048,2151.95,16759.098,21049.417
DEU,2014,10,1,October 2014,18004.125,2125.539,15878.586,20117.533
DEU,2014,11,1,November 2014,13594.679,2047.346,11547.333,15660.309
DEU,2014,12,1,December 2014,12425.609,1678.969,10746.64,14120.6
DEU,2015,1,1,January 2015,11708.343,1589.506,10118.837,13341.07
DEU,2015,2,1,February 2015,11562.591,1659.485,9903.106,13257.107
DEU,2015,3,1,March 2015,14357.887,1969.502,12388.385,16364.069
DEU,2015,4,1,April 2015,15683.137,1919.807,13763.33,17653.295
DEU,2015,5,1,May 2015,17893.241,2059.735,15833.506,19990.015
DEU,2015,6,1,June 2015,18316.734,2094.269,16222.465,20456.778
DEU,2015,7,1,July 2015,19625.743,2001.086,17624.657,21667.287
DEU,2015,8,1,August 2015,20255.751,1800.065,18455.686,22092.708
DEU,2015,9,1,September 2015,19263.574,2156.447,17107.127,21453.084
DEU,2015,10,1,October 2015,18926.255,2232.343,16693.912,21201.149
DEU,2015,11,1,November 2015,13470.542,1919.805,11550.737,15420.364
DEU,2015,12,1,December 2015,12872.632,1754.864,11117.768,14653.815
DEU,2016,1,1,January 2016,12226.69,1644.033,10582.657,13910.801
DEU,2016,2,1,February 2016,12384.17,1793.43,10590.74,14313.015
DEU,2016,3,1,March 2016,15109.267,1961.827,13147.44,17111.543
DEU,2016,4,1,April 2016,15798.088,2041.503,13756.585,17879.048
DEU,2016,5,1,May 2016,18101.677,1999.72,16101.957,20152.337
DEU,2016,6,1,June 2016,18486.171,2220.49,16265.681,20770.341
DEU,2016,7,1,July 2016,20428.888,2047.479,18381.409,22540.01
DEU,2016,8,1,August 2016,20280.099,1809.237,18470.862,22137.669
DEU,2016,9,1,September 2016,20239.799,2295.982,17943.817,22575.384
DEU,2016,10,1,October 2016,19660.824,2158.889,17501.935,21857.191
DEU,2016,11,1,November 2016,13971.638,1986.171,11985.467,15985.545
DEU,2016,12,1,December 2016,13999.982,1816.183,12183.799,15844.717
DEU,2017,1,1,January 2017,13146.511,1712.272,11434.239,14893.222
DEU,2017,2,1,February 2017,12849.806,1757.437,11092.369,14633.487
DEU,2017,3,1,March 2017,15601.985,2092.036,13509.949,17729.697
DEU,2017,4,1,April 2017,17906.786,1980.055,15926.731,19925.032
DEU,2017,5,1,May 2017,19100.564,2268.452,16832.112,21399.978
DEU,2017,6,1,June 2017,19908.381,2142.221,17766.16,22085.484
DEU,2017,7,1,July 2017,21788.797,2099.336,19689.461,23919.917
DEU,2017,8,1,August 2017,21571.733,1868.401,19703.332,23465.394
DEU,2017,9,1,September 2017,21252.374,2261.425,18990.949,23520.194
DEU,2017,10,1,October 2017,20230.108,2088.523,18141.585,22351.622
DEU,2017,11,1,November 2017,14971.01,1940.907,13030.103,16939.216
DEU,2017,12,1,December 2017,14061.288,1621.853,12439.435,15698.505
DNK,2010,1,1,January 2010,1537.054,163.824,1373.23,1658.555
DNK,2010,2,1,February 2010,1609.501,177.65,1431.851,1735.776
DNK,2010,3,1,March 2010,1979.184,219.802,1759.382,2133.595
DNK,2010,4,1,April 2010,1466.776,144.728,1322.048,1566.035
DNK,2010,5,1,May 2010,2156.579,215.602,1940.977,2301.853
DNK,2010,6,1,June 2010,2384.09,225.924,2158.166,2536.539
DNK,2010,7,1,July 2010,2626.516,191.229,2435.287,2741.061
DNK,2010,8,1,August 2010,2430.127,211.363,2218.764,2562.375
DNK,2010,9,1,September 2010,2303.136,229.375,2073.761,2459.594
DNK,2010,10,1,October 2010,2347.44,224.484,2122.956,2497.956
DNK,2010,11,1,November 2010,1847.457,218.943,1628.514,2002.592
DNK,2010,12,1,December 2010,1646.992,181.922,1465.07,1785.055
DNK,2011,1,1,January 2011,1666.986,182.009,1484.977,1794.523
DNK,2011,2,1,February 2011,1685.808,180.063,1505.745,1814.024
DNK,2011,3,1,March 2011,1981.175,212.846,1768.329,2131.78
DNK,2011,4,1,April 2011,2077.662,192.408,1885.254,2208.025
DNK,2011,5,1,May 2011,2303.623,222.769,2080.854,2454.726
DNK,2011,6,1,June 2011,2473.47,207.327,2266.143,2611.379
DNK,2011,7,1,July 2011,2715.608,173.246,2542.362,2826.223
DNK,2011,8,1,August 2011,2448.579,194.116,2254.463,2570.039
DNK,2011,9,1,September 2011,2412.756,215.429,2197.327,2554.4
DNK,2011,10,1,October 2011,2349.578,205.998,2143.58,2493.034
DNK,2011,11,1,November 2011,1942.03,212.09,1729.94,2082.726
DNK,2011,12,1,December 2011,1751.419,171.477,1579.942,1875.239
DNK,2012,1,1,January 2012,1763.482,173.686,1589.796,1881.405
DNK,2012,2,1,February 2012,1808.492,169.501,1638.991,1925.87
DNK,2012,3,1,March 2012,2133.485,196.754,1936.731,2264.58
DNK,2012,4,1,April 2012,2167.276,173.695,1993.581,2273.108
DNK,2012,5,1,May 2012,2286.835,144.211,2142.624,2398.38
DNK,2012,6,1,June 2012,2550.316,154.326,2395.99,2657.826
DNK,2012,7,1,July 2012,2751.574,117.898,2633.676,2826.06
DNK,2012,8,1,August 2012,2489.762,144.117,2345.645,2586.767
DNK,2012,9,1,September 2012,2448.005,167.661,2280.344,2573.289
DNK,2012,10,1,October 2012,2406.223,179.259,2226.964,2531.729
DNK,2012,11,1,November 2012,1983.487,174.302,1809.185,2128.072
DNK,2012,12,1,December 2012,1744.328,129.715,1614.613,1852.436
DNK,2013,1,1,January 2013,1760.371,139.946,1620.425,1865.527
DNK,2013,2,1,February 2013,1779.638,133.86,1645.778,1885.049
DNK,2013,3,1,March 2013,2130.275,144.462,1985.813,2244.843
DNK,2013,4,1,April 2013,2223.017,161.247,2061.77,2334.557
DNK,2013,5,1,May 2013,2447.832,173.771,2274.061,2567.345
DNK,2013,6,1,June 2013,2686.885,172.486,2514.399,2803.156
DNK,2013,7,1,July 2013,2896.613,140.498,2756.115,2983.801
DNK,2013,8,1,August 2013,2647.638,158.001,2489.637,2745.742
DNK,2013,9,1,September 2013,2544.427,177.907,2366.52,2663.737
DNK,2013,10,1,October 2013,2507.211,179.659,2327.552,2626.511
DNK,2013,11,1,November 2013,1998.405,171.349,1827.056,2119.986
DNK,2013,12,1,December 2013,1837.397,143.312,1694.085,1940.792
DNK,2014,1,1,January 2014,1828.188,142.921,1685.267,1935.28
DNK,2014,2,1,February 2014,1849.484,139.755,1709.729,1954.508
DNK,2014,3,1,March 2014,2211.555,169.508,2042.047,2339.535
DNK,2014,4,1,April 2014,2477.638,162.142,2315.496,2584.429
DNK,2014,5,1,May 2014,2633.49,181.875,2451.615,2755.868
DNK,2014,6,1,June 2014,2879.216,184.399,2694.817,2996.993
DNK,2014,7,1,July 2014,3067.188,144.7,2922.488,3150.94
DNK,2014,8,1,August 2014,2813.027,166.163,2646.864,2913.418
DNK,2014,9,1,September 2014,2678.53,185.806,2492.724,2797.766
DNK,2014,10,1,October 2014,2651.309,184.44,2466.869,2765.798
DNK,2014,11,1,November 2014,2036.477,162.929,1873.548,2140.591
DNK,2014,12,1,December 2014,1889.708,139.292,1750.416,1974.942
DNK,2015,1,1,January 2015,1854.13,136.14,1717.99,1941.27
DNK,2015,2,1,February 2015,1872.931,136.593,1736.338,1963.733
DNK,2015,3,1,March 2015,2282.557,166.029,2116.528,2387.668
DNK,2015,4,1,April 2015,2402.197,155.924,2246.273,2495.05
DNK,2015,5,1,May 2015,2631.635,167.432,2464.203,2734.461
DNK,2015,6,1,June 2015,2895.624,183.567,2712.057,3010.731
DNK,2015,7,1,July 2015,3195.14,142.811,3052.329,3279.945
DNK,2015,8,1,August 2015,2927.393,164.147,2763.246,3053.108
DNK,2015,9,1,September 2015,2845.032,179.195,2665.837,2959.866
DNK,2015,10,1,October 2015,2822.697,175.564,2647.133,2933.092
DNK,2015,11,1,November 2015,2261.523,173.373,2088.15,2377.734
DNK,2015,12,1,December 2015,2104.646,149.677,1954.969,2204.237
DNK,2016,1,1,January 2016,2064.353,140.049,1924.304,2175.472
DNK,2016,2,1,February 2016,2159.939,144.038,2015.901,2261.598
DNK,2016,3,1,March 2016,2538.415,167.689,2370.726,2647.803
DNK,2016,4,1,April 2016,2569.129,165.831,2403.298,2673.996
DNK,2016,5,1,May 2016,2904.048,184.224,2719.824,3016.469
DNK,2016,6,1,June 2016,3140.864,190.979,2949.885,3252.297
DNK,2016,7,1,July 2016,3480.953,148.425,3332.528,3562.067
DNK,2016,8,1,August 2016,3131.773,170.808,2960.965,3231.157
DNK,2016,9,1,September 2016,3053.033,187.858,2865.175,3172.38
DNK,2016,10,1,October 2016,3042.096,181.005,2861.091,3153.808
DNK,2016,11,1,November 2016,2398.47,178.327,2220.143,2512.12
DNK,2016,12,1,December 2016,2280.069,152.384,2127.685,2380.274
DNK,2017,1,1,January 2017,2208.716,148.664,2060.052,2311.558
DNK,2017,2,1,February 2017,2208.467,136.706,2071.761,2302.264
DNK,2017,3,1,March 2017,2548.433,170.886,2377.547,2659.288
DNK,2017,4,1,April 2017,2736.104,155.343,2580.761,2823.505
DNK,2017,5,1,May 2017,2954.722,179.266,2775.456,3058.472
DNK,2017,6,1,June 2017,3192.279,182.148,3010.131,3291.878
DNK,2017,7,1,July 2017,3531.785,140.308,3391.477,3598.703
DNK,2017,8,1,August 2017,3191.707,167.762,3023.945,3278.087
DNK,2017,9,1,September 2017,3092.281,179.806,2912.475,3205.563
DNK,2017,10,1,October 2017,3030.083,178.378,2851.705,3137.369
DNK,2017,11,1,November 2017,2357.263,169.516,2187.747,2471.817
DNK,2017,12,1,December 2017,2209.374,141.959,2067.415,2308.575
ESP,2010,1,1,January 2010,8856.126,2489.258,6366.868,11397.341
ESP,2010,2,1,February 2010,9029.981,2681.978,6348.003,11766.428
ESP,2010,3,1,March 2010,11320.004,3211.03,8108.974,14587.075
ESP,2010,4,1,April 2010,11208.04,3147.591,8060.449,14380.475
ESP,2010,5,1,May 2010,13526.313,3190.197,10336.116,16767.653
ESP,2010,6,1,June 2010,14735.901,3381.575,11354.326,18181.311
ESP,2010,7,1,July 2010,17291.187,3818.087,13473.1,21171.445
ESP,2010,8,1,August 2010,17854.488,3866.937,13987.551,21787.668
ESP,2010,9,1,September 2010,15381.718,3418.491,11963.227,18859.77
ESP,2010,10,1,October 2010,14441.446,3337.727,11103.719,17830.877
ESP,2010,11,1,November 2010,10341.695,2962.252,7379.443,13361.334
